day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;2100;BANANAS;4868;28;;;;;4875;28;;;;;4871.5;-108.1953125
1;2100;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;34.0
1;2200;PEARLS;9996;1;9995;20;;;9998;4;10004;1;10005;20;9997.0;34.0
1;2200;BANANAS;4868;21;;;;;4875;21;;;;;4871.5;-106.9609375
1;2300;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;42.0
1;2300;BANANAS;4868;24;;;;;4871;1;4874;2;4875;22;4869.5;-115.1875
1;2400;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;42.0
1;2400;BANANAS;4868;22;;;;;4874;2;4875;20;;;4871.0;-118.28125
1;2500;PEARLS;9998;3;9996;2;9995;21;10004;2;10005;21;;;10001.0;42.0
1;2500;BANANAS;4868;5;4867;21;;;4874;23;;;;;4871.0;-121.6484375
1;2600;PEARLS;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;42.0
1;2600;BANANAS;4867;30;;;;;4872;4;4874;30;;;4869.5;-129.3046875
1;2700;PEARLS;9998;7;9996;2;9995;21;10004;2;10005;21;;;10001.0;44.0
1;2700;BANANAS;4868;7;4867;23;;;4874;23;;;;;4871.0;-132.1015625
1;2800;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;44.0
1;2800;BANANAS;4868;27;;;;;4875;27;;;;;4871.5;-117.328125
1;2900;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;44.0
1;2900;BANANAS;4869;2;4868;20;;;4875;22;;;;;4872.0;-104.640625
1;3000;BANANAS;4874;1;4869;30;;;4876;30;;;;;4875.0;-93.265625
1;3000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;44.0
1;3100;BANANAS;4870;6;4869;28;;;4875;1;4876;27;;;4872.5;-94.375
1;3100;PEARLS;9998;5;9996;1;9995;27;10004;1;10005;27;;;10001.0;44.0
1;3200;BANANAS;4869;24;;;;;4876;24;;;;;4872.5;-90.0625
1;3200;PEARLS;10002;2;9995;24;;;10005;24;;;;;10003.5;44.0
1;3300;BANANAS;4869;1;4868;24;;;4875;25;;;;;4872.0;-100.484375
1;3300;PEARLS;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;48.0
1;3400;PEARLS;9998;10;9996;2;9995;27;10004;2;10005;27;;;10001.0;50.0
1;3400;BANANAS;4870;10;4869;29;;;4876;29;;;;;4873.0;-87.0625
1;3500;PEARLS;9995;26;;;;;10002;10;10005;26;;;9998.5;50.0
1;3500;BANANAS;4872;4;4869;26;;;4874;10;4876;26;;;4873.0;-90.9296875
1;3600;PEARLS;9995;27;;;;;10002;8;10005;27;;;9998.5;50.0
1;3600;BANANAS;4869;27;;;;;4874;8;4876;27;;;4871.5;-95.28125
1;3700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;50.0
1;3700;BANANAS;4870;4;4869;25;;;4876;25;;;;;4873.0;-87.765625
1;3800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;50.0
1;3800;BANANAS;4869;24;;;;;4876;24;;;;;4872.5;-84.0546875
1;3900;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;50.0
1;3900;BANANAS;4870;26;;;;;4876;26;;;;;4873.0;-78.0
1;4000;PEARLS;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;50.0
1;4000;BANANAS;4870;31;;;;;4871;1;4877;31;;;4870.5;-70.0390625
1;4100;PEARLS;10000;5;9996;2;9995;22;10002;4;10004;2;10005;22;10001.0;52.0
1;4100;BANANAS;4870;24;;;;;4875;4;4877;24;;;4872.5;-68.53125
1;4200;PEARLS;10002;5;9996;1;9995;28;10004;1;10005;28;;;10003.0;52.0
1;4200;BANANAS;4870;29;;;;;4876;1;4877;28;;;4873.0;-72.84375
1;4300;PEARLS;9995;26;;;;;10002;8;10005;26;;;9998.5;62.0
1;4300;BANANAS;4869;26;;;;;4874;8;4876;26;;;4871.5;-83.4921875
1;4400;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;62.0
1;4400;BANANAS;4870;28;;;;;4877;28;;;;;4873.5;-68.90625
1;4500;BANANAS;4871;26;;;;;4877;26;;;;;4874.0;-55.875
1;4500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;62.0
1;4600;BANANAS;4870;21;;;;;4877;21;;;;;4873.5;-61.59375
1;4600;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;62.0
1;4700;BANANAS;4872;5;4871;26;;;4878;26;;;;;4875.0;-39.0703125
1;4700;PEARLS;9998;5;9995;26;;;10005;26;;;;;10001.5;62.0
1;4800;BANANAS;4876;1;4871;23;;;4877;23;;;;;4876.5;-66.4140625
1;4800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;62.0
1;4900;BANANAS;4871;24;;;;;4878;24;;;;;4874.5;-59.3203125
1;4900;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;62.0
1;5000;BANANAS;4872;10;4871;30;;;4878;31;;;;;4875.0;-53.828125
1;5000;PEARLS;9998;9;9996;1;9995;30;10004;1;10005;30;;;10001.0;62.0
1;5100;BANANAS;4871;26;;;;;4878;26;;;;;4874.5;-57.8203125
1;5100;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;62.0
1;5200;BANANAS;4872;9;4871;23;;;4878;25;;;;;4875.0;-52.6484375
1;5200;PEARLS;10000;5;9998;7;9996;2;10004;2;10005;23;;;10002.0;62.0
1;5300;PEARLS;9995;22;;;;;9998;12;10005;22;;;9996.5;62.0
1;5300;BANANAS;4872;22;;;;;4879;22;;;;;4875.5;-47.9375
1;5400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;86.0
1;5400;BANANAS;4872;30;;;;;4879;30;;;;;4875.5;-49.8984375
1;5500;BANANAS;4872;29;;;;;4879;29;;;;;4875.5;-44.125
1;5500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;86.0
1;5600;BANANAS;4873;2;4872;25;;;4879;25;;;;;4876.0;-44.828125
1;5600;PEARLS;9998;2;9996;2;9995;23;10004;2;10005;23;;;10001.0;86.0
1;5700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;86.0
1;5700;BANANAS;4877;4;4873;1;4872;30;4879;31;;;;;4878.0;-44.3828125
1;5800;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;86.0
1;5800;BANANAS;4872;30;;;;;4875;2;4879;30;;;4873.5;-42.76171875
1;5900;BANANAS;4872;23;;;;;4878;2;4879;21;;;4875.0;-44.828125
1;5900;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;86.0
1;6000;BANANAS;4872;30;;;;;4877;10;4879;30;;;4874.5;-42.77734375
1;6000;PEARLS;9995;30;;;;;10002;10;10005;30;;;9998.5;86.0
1;6100;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;86.0
1;6100;BANANAS;4873;1;4872;24;;;4879;25;;;;;4876.0;-40.09375
1;6200;PEARLS;9998;3;9996;1;9995;29;10004;1;10005;29;;;10001.0;86.0
1;6200;BANANAS;4878;1;4874;3;4873;30;4879;1;4880;29;;;4878.5;-37.34765625
1;6300;BANANAS;4873;22;;;;;4875;3;4879;22;;;4874.0;-37.015625
1;6300;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;86.0
1;6400;BANANAS;4873;24;;;;;4876;2;4878;6;4879;1;4874.5;-36.14453125
1;6400;PEARLS;9996;1;9995;23;;;10002;6;10004;1;10005;23;9999.0;86.0
1;6500;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;86.0
1;6500;BANANAS;4872;22;;;;;4879;22;;;;;4875.5;-38.109375
1;6600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;86.0
1;6600;BANANAS;4873;29;;;;;4879;2;4880;27;;;4876.0;-35.86328125
1;6700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;86.0
1;6700;BANANAS;4873;31;;;;;4879;1;4880;30;;;4876.0;-122.4453125
1;6800;PEARLS;10000;5;9996;2;9995;29;10004;2;10005;29;;;10002.0;86.0
1;6800;BANANAS;4873;30;;;;;4879;31;;;;;4876.0;-117.03125
1;6900;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;86.0
1;6900;BANANAS;4873;2;4872;27;;;4879;29;;;;;4876.0;-114.5234375
1;7000;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;86.0
1;7000;BANANAS;4873;31;;;;;4879;31;;;;;4876.0;-117.3671875
1;7100;PEARLS;9996;1;9995;30;;;9998;5;10002;7;10004;1;9997.0;86.0
1;7100;BANANAS;4872;31;;;;;4877;7;4878;1;4879;30;4874.5;-102.640625
1;7200;PEARLS;9996;1;9995;22;;;10002;1;10004;1;10005;22;9999.0;88.0
1;7200;BANANAS;4872;23;;;;;4876;2;4878;23;;;4874.0;-97.109375
1;7300;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;88.0
1;7300;BANANAS;4872;26;;;;;4879;26;;;;;4875.5;-106.7578125
1;7400;BANANAS;4871;22;;;;;4878;22;;;;;4874.5;-90.390625
1;7400;PEARLS;10002;1;9995;22;;;10005;22;;;;;10003.5;88.0
1;7500;BANANAS;4871;29;;;;;4878;29;;;;;4874.5;-92.84375
1;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;90.0
1;7600;BANANAS;4872;27;;;;;4878;27;;;;;4875.0;-98.25
1;7600;PEARLS;10002;1;9995;27;;;10005;27;;;;;10003.5;90.0
1;7700;BANANAS;4871;26;;;;;4876;5;4878;26;;;4873.5;-84.453125
1;7700;PEARLS;9996;1;9995;25;;;10002;5;10004;1;10005;25;9999.0;92.0
1;7800;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;92.0
1;7800;BANANAS;4870;23;;;;;4877;23;;;;;4873.5;-74.9921875
1;7900;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;92.0
1;7900;BANANAS;4870;24;;;;;4875;7;4876;2;4877;22;4872.5;-63.53125
1;8000;PEARLS;10000;3;9996;2;9995;28;10004;2;10005;28;;;10002.0;92.0
1;8000;BANANAS;4875;1;4870;2;4869;28;4876;30;;;;;4875.5;-52.234375
1;8100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;92.0
1;8100;BANANAS;4869;25;;;;;4876;25;;;;;4872.5;-49.578125
1;8200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;92.0
1;8200;BANANAS;4871;4;4869;2;4868;25;4875;27;;;;;4873.0;-33.1171875
1;8300;PEARLS;9998;9;9995;28;;;10005;28;;;;;10001.5;92.0
1;8300;BANANAS;4870;9;4869;28;;;4875;28;;;;;4872.5;-37.03125
1;8400;PEARLS;9998;5;9995;29;;;10005;29;;;;;10001.5;92.0
1;8400;BANANAS;4870;5;4869;29;;;4875;29;;;;;4872.5;-37.390625
1;8500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;92.0
1;8500;BANANAS;4873;3;4869;27;;;4875;2;4876;25;;;4874.0;-40.109375
1;8600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;92.0
1;8600;BANANAS;4869;2;4868;27;;;4875;29;;;;;4872.0;-34.046875
1;8700;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;92.0
1;8700;BANANAS;4873;1;4868;24;;;4874;2;4875;22;;;4873.5;-23.90625
1;8800;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;92.0
1;8800;BANANAS;4868;31;;;;;4875;31;;;;;4871.5;-24.8359375
1;8900;BANANAS;4868;26;;;;;4875;26;;;;;4871.5;-22.140625
1;8900;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;92.0
1;9000;BANANAS;4868;23;;;;;4875;23;;;;;4871.5;-21.46875
1;9000;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;92.0
1;9100;BANANAS;4867;22;;;;;4869;5;4874;22;;;4868.0;-10.953125
1;9100;PEARLS;9995;22;;;;;9998;1;10005;22;;;9996.5;92.0
1;9200;BANANAS;4867;27;;;;;4874;27;;;;;4870.5;1.640625
1;9200;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;94.0
1;9300;BANANAS;4868;1;4867;30;;;4873;30;;;;;4870.5;6.671875
1;9300;PEARLS;10002;11;9998;1;9996;1;10004;1;10005;29;;;10003.0;94.0
1;9400;BANANAS;4866;30;;;;;4873;30;;;;;4869.5;11.9375
1;9400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;116.0
1;9500;BANANAS;4866;26;;;;;4873;26;;;;;4869.5;-89.015625
1;9500;PEARLS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;118.0
1;9600;BANANAS;4866;21;;;;;4871;6;4873;21;;;4868.5;-91.3671875
1;9600;PEARLS;9996;1;9995;20;;;10002;6;10004;1;10005;20;9999.0;120.0
1;9700;BANANAS;4866;31;;;;;4873;31;;;;;4869.5;-99.5546875
1;9700;PEARLS;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;120.0
1;9800;PEARLS;9998;1;9996;2;9995;24;10004;2;10005;24;;;10001.0;120.0
1;9800;BANANAS;4867;1;4866;26;;;4873;26;;;;;4870.0;-101.1328125
1;9900;BANANAS;4866;24;;;;;4867;9;4873;24;;;4866.5;-103.421875
1;9900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;120.0
1;10000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;120.0
1;10000;BANANAS;4866;27;;;;;4873;27;;;;;4869.5;-97.21875
1;10100;BANANAS;4866;21;;;;;4873;21;;;;;4869.5;-97.3046875
1;10100;PEARLS;10002;4;9996;1;9995;20;10004;1;10005;20;;;10003.0;120.0
1;10200;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;128.0
1;10200;BANANAS;4866;20;;;;;4873;20;;;;;4869.5;-89.75
1;10300;BANANAS;4867;25;;;;;4873;25;;;;;4870.0;-88.8125
1;10300;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;128.0
1;10400;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;128.0
1;10400;BANANAS;4866;25;;;;;4873;25;;;;;4869.5;-91.71875
1;10500;BANANAS;4866;26;;;;;4873;26;;;;;4869.5;-91.0390625
1;10500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;128.0
1;10600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;128.0
1;10600;BANANAS;4867;20;;;;;4873;20;;;;;4870.0;-89.1328125
1;10700;BANANAS;4866;24;;;;;4873;24;;;;;4869.5;-89.7109375
1;10700;PEARLS;9995;24;;;;;9998;3;10005;24;;;9996.5;128.0
1;10800;PEARLS;9995;23;;;;;10002;1;10005;23;;;9998.5;134.0
1;10800;BANANAS;4866;23;;;;;4871;1;4873;23;;;4868.5;-92.84375
1;10900;BANANAS;4866;23;;;;;4873;23;;;;;4869.5;-98.1953125
1;10900;PEARLS;9996;1;9995;22;;;10000;6;10004;1;10005;22;9998.0;134.0
1;11000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;134.0
1;11000;BANANAS;4866;27;;;;;4867;9;4873;27;;;4866.5;-97.109375
1;11100;BANANAS;4866;31;;;;;4871;1;4873;31;;;4868.5;-99.2578125
1;11100;PEARLS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;134.0
1;11200;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;134.0
1;11200;BANANAS;4867;30;;;;;4874;30;;;;;4870.5;-79.0
1;11300;PEARLS;9996;2;9995;25;;;10002;2;10004;2;10005;25;9999.0;134.0
1;11300;BANANAS;4867;27;;;;;4872;2;4874;27;;;4869.5;-81.2890625
1;11400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;134.0
1;11400;BANANAS;4867;30;;;;;4874;30;;;;;4870.5;-77.7265625
1;11500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;134.0
1;11500;BANANAS;4868;1;4867;28;;;4874;29;;;;;4871.0;-74.25
1;11600;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;134.0
1;11600;BANANAS;4868;24;;;;;4874;2;4875;22;;;4871.0;-63.6875
1;11700;PEARLS;10000;4;9996;2;9995;20;10004;2;10005;20;;;10002.0;134.0
1;11700;BANANAS;4868;22;;;;;4874;22;;;;;4871.0;-67.7578125
1;11800;PEARLS;9998;10;9996;1;9995;21;10004;1;10005;21;;;10001.0;134.0
1;11800;BANANAS;4869;10;4868;22;;;4874;22;;;;;4871.5;-67.2109375
1;11900;BANANAS;4869;1;4868;23;;;4875;23;;;;;4872.0;-57.40625
1;11900;PEARLS;10002;1;10000;4;9998;1;10004;1;10005;22;;;10003.0;134.0
1;12000;BANANAS;4868;28;;;;;4875;28;;;;;4871.5;-57.7578125
1;12000;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;136.0
1;12100;BANANAS;4868;25;;;;;4874;2;4875;23;;;4871.0;-63.0
1;12100;PEARLS;9996;2;9995;23;;;9998;8;10004;2;10005;23;9997.0;136.0
1;12200;BANANAS;4868;25;;;;;4874;2;4875;23;;;4871.0;-62.125
1;12200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;148.0
1;12300;PEARLS;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;148.0
1;12300;BANANAS;4868;25;;;;;4873;3;4874;1;4875;24;4870.5;-61.7578125
1;12400;PEARLS;10002;1;9998;5;9995;29;10005;29;;;;;10003.5;148.0
1;12400;BANANAS;4869;5;4868;29;;;4875;29;;;;;4872.0;-59.0546875
1;12500;PEARLS;10000;3;9996;1;9995;22;10004;1;10005;22;;;10002.0;150.0
1;12500;BANANAS;4867;23;;;;;4873;1;4874;22;;;4870.0;-83.984375
1;12600;PEARLS;10000;4;9995;26;;;10005;26;;;;;10002.5;150.0
1;12600;BANANAS;4867;26;;;;;4874;26;;;;;4870.5;-83.5078125
1;12700;PEARLS;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;150.0
1;12700;BANANAS;4867;28;;;;;4872;1;4873;1;4874;27;4869.5;-83.25
1;12800;PEARLS;10000;4;9996;2;9995;28;10002;9;10004;2;10005;28;10001.0;152.0
1;12800;BANANAS;4867;30;;;;;4872;9;4874;30;;;4869.5;-77.4453125
1;12900;PEARLS;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;152.0
1;12900;BANANAS;4867;23;;;;;4872;4;4874;23;;;4869.5;-79.2109375
1;13000;PEARLS;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;152.0
1;13000;BANANAS;4867;32;;;;;4872;2;4873;2;4874;30;4869.5;-85.9765625
1;13100;PEARLS;9995;21;;;;;10000;2;10005;21;;;9997.5;152.0
1;13100;BANANAS;4867;21;;;;;4873;21;;;;;4870.0;-87.203125
1;13200;PEARLS;9998;9;9996;2;9995;29;10004;2;10005;29;;;10001.0;152.0
1;13200;BANANAS;4871;1;4867;9;4866;31;4873;31;;;;;4872.0;-96.78125
1;13300;PEARLS;10002;2;9996;1;9995;22;10004;1;10005;22;;;10003.0;152.0
1;13300;BANANAS;4866;1;4865;22;;;4872;23;;;;;4869.0;-112.4921875
1;13400;BANANAS;4865;26;;;;;4872;26;;;;;4868.5;-115.3125
1;13400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;156.0
1;13500;BANANAS;4870;5;4866;1;4865;24;4872;25;;;;;4871.0;-110.8828125
1;13500;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;156.0
1;13600;BANANAS;4866;26;;;;;4870;6;4872;26;;;4868.0;-108.5546875
1;13600;PEARLS;9996;2;9995;24;;;10002;6;10004;2;10005;24;9999.0;156.0
1;13700;BANANAS;4870;2;4865;28;;;4872;28;;;;;4871.0;-115.65625
1;13700;PEARLS;10002;1;9995;28;;;10005;28;;;;;10003.5;156.0
1;13800;BANANAS;4867;1;4866;23;;;4873;23;;;;;4870.0;-98.625
1;13800;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;158.0
1;13900;BANANAS;4866;21;;;;;4873;21;;;;;4869.5;-96.015625
1;13900;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;158.0
1;14000;BANANAS;4868;1;4867;29;;;4873;1;4874;28;;;4870.5;-84.484375
1;14000;PEARLS;10002;6;9998;1;9996;1;10004;1;10005;28;;;10003.0;158.0
1;14100;BANANAS;4867;22;;;;;4872;4;4874;22;;;4869.5;-79.1875
1;14100;PEARLS;9996;2;9995;20;;;10002;4;10004;2;10005;20;9999.0;170.0
1;14200;BANANAS;4867;21;;;;;4874;21;;;;;4870.5;-79.984375
1;14200;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;170.0
1;14300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;170.0
1;14300;BANANAS;4871;2;4867;22;;;4873;1;4874;21;;;4872.0;-83.078125
1;14400;PEARLS;10002;4;9996;2;9995;21;10004;2;10005;21;;;10003.0;170.0
1;14400;BANANAS;4867;22;;;;;4873;23;;;;;4870.0;-88.015625
1;14500;BANANAS;4867;1;4866;28;;;4871;10;4873;29;;;4869.0;-94.296875
1;14500;PEARLS;9996;1;9995;28;;;10002;10;10004;1;10005;28;9999.0;178.0
1;14600;BANANAS;4866;27;;;;;4867;10;4873;28;;;4866.5;-94.40625
1;14600;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;178.0
1;14700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;178.0
1;14700;BANANAS;4866;1;4865;23;;;4872;24;;;;;4869.0;-109.9609375
1;14800;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;178.0
1;14800;BANANAS;4866;31;;;;;4868;4;4872;31;;;4867.0;-109.53125
1;14900;BANANAS;4865;26;;;;;4870;1;4872;26;;;4867.5;-116.53125
1;14900;PEARLS;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;180.0
1;15000;BANANAS;4865;26;;;;;4871;2;4872;25;;;4868.0;-123.421875
1;15000;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;180.0
1;15100;PEARLS;9996;1;9995;20;;;9998;1;10004;1;10005;20;9997.0;180.0
1;15100;BANANAS;4864;21;;;;;4871;21;;;;;4867.5;-135.59375
1;15200;PEARLS;10000;4;9996;2;9995;21;10002;4;10004;2;10005;21;10001.0;182.0
1;15200;BANANAS;4868;3;4864;23;;;4869;4;4871;23;;;4868.5;-138.234375
1;15300;BANANAS;4864;24;;;;;4869;7;4870;2;4871;22;4866.5;-142.1796875
1;15300;PEARLS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;182.0
1;15400;BANANAS;4864;30;;;;;4871;30;;;;;4867.5;-141.015625
1;15400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;182.0
1;15500;PEARLS;9995;25;;;;;9998;11;10005;25;;;9996.5;182.0
1;15500;BANANAS;4864;25;;;;;4871;25;;;;;4867.5;-135.515625
1;15600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;204.0
1;15600;BANANAS;4864;23;;;;;4870;1;4871;22;;;4867.0;-145.4375
1;15700;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;204.0
1;15700;BANANAS;4864;2;4863;28;;;4870;30;;;;;4867.0;-151.5
1;15800;PEARLS;9998;6;9996;2;9995;26;10004;2;10005;26;;;10001.0;204.0
1;15800;BANANAS;4864;6;4863;28;;;4870;28;;;;;4867.0;-161.234375
1;15900;PEARLS;9996;1;9995;20;;;10002;8;10004;1;10005;20;9999.0;204.0
